Summary,Text,City,State,Date,Month_Year Display,Month_Year ID,Year,Month,Time,Miss Lon/Lat,City_Lat,City_Long,Shape,Duration (days),durationHr,durationMin,durationSec,Duration,report_link,Abduct,Aliens,Area 51,Coverup,Craft,Disappear,Hover,Light,Memory,Object,Orbs,Blue,Green,Orange,Purple,Red,White,Yellow
UFO MAKES HIGH SPEED TURNS,"UFO MAKES HIGH SPEED TURNS I was sitting on the steps outside my apt. door having a cigarette. I often looked at the stars looking for constellations with my star chart. As I looked around something grabbed my attention from the corner of my eye. I turned my head to see what I thought at first was a shooting star, but as I watching it the object slowed down. It made a 130º left turn traveled straight for about 2 seconds then made a 90º turn, again traveled straight for about 3 seconds. After that it made a series of 4 more high angle (greater than 120º) within 5 seconds and then headed northern but away of the earth as I could see it get smaller until it was out of range with the naked eye. ((NUFORC Note:  Witness indicates that the date in April 2005 is approximate.  PD))",Clovis,CA,2005-04-01,Apr 2005,200504,2005,4,01:00:00,0.00,36.86390064,-119.6521357,circle,0.000173611,0.004166667,0.25,15.00,15 second,http://www.nuforc.org/webreports/096/S96322.html,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2 lights performed a slingshot maneuver obtaining great speed shooting off in opposite directions.,"Two lights performed a slingshot maneuver obtaining great speed shooting off in opposite directions from a geosync orbit above the eart Star gazing 20 miles east of Elko Nevada I spotted two what I suspected to be stars equaling in light intensity (white in color) as the serounding stars.    Suddenly the two lights focused my attention as they rotated about an axial point between them at a speed which the light started to streak.  Within one or two full rotations the lights shot off in opposite direction and vanished about 25% across the horizon each.  This leads me to believe the craft had reached or exceeded the speed of light at the point which they has vanished.   At the time the maneuver was performed, to the time the lights disappeared; the duration was less then 1 second.  The lights (suspected to be stars) remained in what I believe now to be a Geosynchronous Orbit above the earth's atmosphere.  Total time of observation was about 15 seconds. ((NUFORC Note:  Witness indicates that the date of the sighting is approximate.  PD))",Elko,NV,2005-08-15,Aug 2005,200508,2005,8,22:00:00,0.00,40.94276697,-115.7883294,other,0.000173611,0.004166667,0.25,15.00,15 second,http://www.nuforc.org/webreports/105/S105952.html,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0
"I was sitting on my back porch early evening about 7pm, the view faces south east for a few miles. I noticed a dark object in the sky a","I was sitting on my back porch early evening about 7pm, the view faces south east for a few miles.  I noticed a dark object in the sky a great distance away.  I didn't think much of it because we see a lot of air traffic, Commercial, military and private aircrafts including hot air balloons.  The object was traveling north west.  As it approached closer, I could see that it was actually five aircrafts of sort flying in formation.   They were now maybe a quarter mile away.  I could see clearly, five triangle shaped crafts.  Now maybe a thousand yards away, they stopped in mid air for approximately 10 to 15 seconds.  In an instant, one at a time made a hard flat turn towards the south west, even closer now, a few hundred yards above me, I could not see any markings, lights, windows, doors.  Five perfect shaped triangles.   I could not see any type of exhaust trail, nor did they make any noise, not a sound. They traveled  to the south west for about a hundred yards, then made a hard flat turn back towards the north west leaving my view of them with great acceleration.  I was amazed and impressed with what I saw. ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Fawn Grove,PA,2005-08-01,Aug 2005,200508,2005,8,19:00:00,0.00,39.7279,-76.4519,triangle,0.000173611,0.004166667,0.25,15.00,10-15 seconds,http://www.nuforc.org/webreports/109/S109106.html,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
A bone chilling sense of REALITY,"A bone chilling sense of REALITY I've never decided to talk about this siting outside of my circle of friends along with the other witness that was with me at the time.  It was around the age when I was about 15 years old I'm now 25.  Through the years I've found out strangely enough how common this type of craft is reported (black triangle) UFO.  Me and a friend were walking back to my house from another friend's house late at night somewhere around midnight (completely sober) and were walking through our old elementary school in Healdsburg, CA, walking thought the ""black top"" which is a large open space where we had break and lunch at the school when we were younger attending that school.  At the time of night and part of town the sounds of cars and other things are pretty much dead silent, as we were walking my friend tapped me on the shoulder, I looked at him and I saw the shock in his eyes as he pointed up to the sky.  I looked up directly above us maybe 500-1000 feet in elevation...! yes that low..was a triangle formation of red dim lights, non flashing.  One red light at each point of the triangle craft plus a couple in between each point.  Around 7-10 lights if my memory serves me right.  But we saw in between the lights pure darkness to confirm it was a solid craft to make up the triangle. It was HUGE.  We guessed at least a football field.  It was DEAD silent and flew at a speed most modern aircraft would ""stall""....now, at me and my friends age we were both big military buffs including on USAF aircraft, as I later became in my adult life and army infantryman and he a marine.  At the time we were familiar with B-2 bombers and F117s.  This thing was nothing even close to human capability. The very SECOND we seen it we didn't even question if it was human or not.  We just KNEW it was from out of this world.  But what was so strange was that it flew so low and slow over a populated area...like it was scanning or something, who knows.  Not even a experi! mental military craft would do that over such an area.  No question in our minds we saw something out of this world and none of our friends believed us after the fact.  It never bothered us but whenever me and that friend reunite time to time it's the hot topic between me and him haha.  Something we will never forget!!  I hope in my lifetime there will be a explanation for these things (alien life).... ((NUFORC Note:  Source of report indicates that the date of the incident is approximate.  PD))",Healdsburg,CA,2005-06-30,Jun 2005,200506,2005,6,00:00:00,0.00,38.6319,-122.8971,triangle,0.000173611,0.004166667,0.25,15.00,15 seconds,http://www.nuforc.org/webreports/109/S109343.html,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
"it was the a-typical triangle craft....white lights on tips of triangle, low gliding movement, however sounded like conventional engine","it was the a-typical triangle craft....white lights on tips of triangle, low gliding movement, however sounded like conventional engines.    The interesting thing here is that it was being led south by a heavy duty military helicopter.  I heard the helicopter first and looked out the window just to catch a peek at it and thats when the triangle shaped craft passed right after it. ((NUFORC Note:  Witness elects to remain totally anonymous.  PD))",New York,NY,2005-06-22,Jun 2005,200506,2005,6,01:35:00,0.00,40.74430707,-73.98772448,triangle,0.000115741,0.002777778,0.166666667,10.00,five to ten seconds,http://www.nuforc.org/webreports/044/S44525.html,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"I was riding in the passenger seat of my best friends car my fiance in the backseat behind me, when i noticed a large black shadow over","I was riding in the passenger seat of my best friends car my fiance in the backseat behind me, when i noticed a large black shadow over the portland, Oregon airport moving next to an air plane. about the width size of one wing, and went from the ground up to as far as you could see, there was no object, but definatly not part of this world. The shadow moved as fast as the air plane,I asked my fiance if she had seen it, she replied yes, I asked her what it was, she said i dont know.  it was there for about 10 seconds then it disapeared. vanished. like in a movie, of like startrack or something. it looked as though it was black molicules disapearing. it was perfectly shaped it was not like smoke. but it looked like black smoke would. except it was a long cylinder shape. i,ve never seen any thing like it , i just want to know why it was there for us to see. the driver (my best friend) never saw it, but he might have missed it. any facts or questions would be greatly appreciative.",Portland,OR,2005-09-20,Sep 2005,200509,2005,9,17:00:00,0.00,45.51052971,-122.6652038,cylinder,0.000115741,0.002777778,0.166666667,10.00,10 seconds,http://www.nuforc.org/webreports/050/S50411.html,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3 friends watched by a bluish light that moved with incredible speed 100 ft away.,"3 friends watched by a bluish light that moved with incredible speed 100 ft away. Me and two of my friends were walking down Columbia AVE. to go to an overpass around 10:30 PM to 11:00 PM and while looking at the dark pavement as we walked we noticed what we thought was a spot light coming from a police helicopter behind us. I knew from the color of the light that this was no ordinary spotlight, it was a blueish color that reminded me of the new headlights on some cars but casted no shadow. Curious as to what it was coming from we all looked back at the same time and seen a bright bluish white light hovering (no sound) above the last house on Virginia AVE. which was less than 75 yards away. Before anyone could even think of something to say the spotlight flashed toward the sky and faded out as if it knew we had spotted it but the craft remained glowing. About 2 seconds later still baffled we watched the craft dart off to the north with unbelievable speed (literally the blink of an eye) and was gone. about 2 to 3 seconds later we heard a very loud boom like thunder although there wasn't a cloud in the sky. Now I've never heard a sonic boom before but im willing to bet that is what it sounds like.  To this day my friends are reluctant to talk about this with other people for fear of ridicule, and we have no explaination as to what it was we saw that night. All I can say is there is no man made vehicle that can move like this that I know of, I have never seen anything like it before in my life and I doubt I ever will agian. I remember this like it was yesterday and it will always stay fresh in my mind. ((NUFORC Note:  Witness indicates that the date of the incident is approximate.  PD))",Louisville,KY,2005-06-15,Jun 2005,200506,2005,6,22:30:00,0.00,38.21121447,-85.68918456,light,0.000115741,0.002777778,0.166666667,10.00,10 seconds,http://www.nuforc.org/webreports/051/S51702.html,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0
"Green light travelling at extreme speed over Groton, CT","Green light travelling at extreme speed over Groton, CT I was driving east on I-95 by Waterford/New London, CT.  In front of me I saw a bright green light in the sky, as it appeared, hoovering over Groton, CT on the far side of the Thames river, north of I-95, a couple of miles ahead of us.  The light wasn't very high from the ground, as it appeared not too far from the tree line sillouette.  The light was bigger than I could associate with any aircraft, so I told my wife to watch it too.  As I told her this, the green light started to move, as it appeared, in an eastern direction, parallell to I-95.  Suddenly the the light seemed to accelerate to extreme speed as it quickly vanished towards the east.  This is when I realized I have witnessed something extraordinary.  My wife failed to notice the object, so I was left with my own experience, which lasted no more than a couple of seconds.",Groton,CT,2005-11-27,Nov 2005,200511,2005,11,23:30:00,0.00,41.35461985,-72.04018168,light,0.000115741,0.002777778,0.166666667,10.00,10 seconds,http://www.nuforc.org/webreports/051/S51963.html,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
"an oval ship appeared in the northwest sky up about 60 degrees that was traveling west on edge , bottom to the south. it then disappear","an oval ship appeared in the northwest sky up about 60 degrees that was traveling west on edge , bottom to the south. it then disappeared and reappeared about five times with a changed direction and attitude each time. the changes were in 2-3 seconds at 4-5 ship diameters. the ship appeared the size of 4-6 large aircraft. on the final change, the ship,flat to earths surface,headed due north and gone in 5 seconds.velocity appeared constant,incoming and leaving.  the bottom of the ship appeared highly weathered fore and aft.  the central section of the ship was very clean,or new.  it was three separate parts.   the only conclusion the observer has is that the manuever can not be performed in our reality-----therfore it was not. ((NUFORC Note:  Witness indicates that the date of the incident is approximate.  PD))",Thornville,OH,2005-09-15,Sep 2005,200509,2005,9,05:30:00,0.00,39.8896,-82.3735,oval,0.000115741,0.002777778,0.166666667,10.00,8-10 seconds,http://www.nuforc.org/webreports/052/S52213.html,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
"It was round,silent,illuminated pale white,and it moved,from where it wasn't suppose to be.","It was round, silent,illuminated pale white, and it moved, from where it wasn't suppose to be. It was a typical mid-summer evening in West Central Alabama. The sky was crystal clear and full of stars. The temperature was in the mid seventies and the wind was calm. I live beyond the distraction of city lights and sounds and in the midst of near dead silence and a glorious view overhead,I swear I was a witness to the following;  It was around 10:45 PM when I began preparing to retire for the evening. My wife and Miniature Dachshund had gone to bed about an hour before. My routine includes checking door locks,night lights,oven settings,candles,etc.This also includes a walk through our covered patio area out back where we often spend quiet time outdoors most summer evenings,weather and mosquitos permitting.We have a TV,a fan,candles and other items we enjoy out there just like any other room of our home. As usual,I went out to secure the patio.I stepped out onto our uncovered,attached patio where I began to take a big stretch and yawn before heading back in to the bedroom.My stretching motion shifted my head backwards and up toward the sky and..... there it was! In the sky directly above me,was a perfectly round,silent and still object slightly smaller than the full moons we have here,and not quite as bright,but similar in color.I knew from it's position in the sky however that it definately WAS NOT the moon!Our moon starts out in the eastern sky and moves east to west across the sky on the southern side of our house,regardless of the time of year,and is viewable ONLY from an area some fifty feet north of where I was standing! My eyes remained fixed on the object for about 10 seconds or less,at which time it very slowly moved off to the west/northwest,and faded away into the clear night sky. It's distance away from me when I first saw it was impossible to judge.I can only base it's size on the only object similar to it,the moon.When it began to slowly move away,it moved a distance of about one and a half to two times it's own size before fading out of sight,never making a sound of any kind.And as usual,you could have heard the hum of a mosquito's wings that night. I have waited this long to report my experience because I felt then,and still believe this was a sign from God,to let me know he has heard my prayers.  I am of sound mind.Alchohol,drugs or any mental shortcomings simply does not figure in to this event in any way.  But it was.....unidentifiable.  Am I the only one that saw this? Has anyone ever seen this before?  I really would like to know.  Thank You.",Tuscaloosa,AL,2005-07-08,Jul 2005,200507,2005,7,22:45:00,0.00,33.18466136,-87.54454513,circle,0.000115741,0.002777778,0.166666667,10.00,ABOUT 10 SEC.,http://www.nuforc.org/webreports/052/S52912.html,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
Very bright cobalt blue fireball over highway 101 near Minetta San Jose Airport,"Very bright cobalt blue fireball over highway 101 near Minetta San Jose Airport January, 2005 at approximately 05:30 AM   Very Bright Cobalt Blue Light   I was southbound on Highway 101 near Minetta San Jose Airport when I saw a very bright, cobalt blue light in the sky.  At first I thought it was a missile (I've never seen a missile) and that it was headed for the airport.   I was afraid, and so pulled the car over to the side of the road.  The bright light suddenly leveled out, stopped and made a sharp turn to the left and disappeared.   Its movement was definitely purposeful, it was not a meteor (I have seen many falling stars) nor was it a plane.   Airplanes don't travel at that speed, nor do they suddenly stop and make abrupt turns in mid air.",San Jose,CA,2005-01-17,Jan 2005,200501,2005,1,05:30:00,0.00,37.33884202,-121.8897057,fireball,0.000115741,0.002777778,0.166666667,10.00,10 seconds,http://www.nuforc.org/webreports/055/S55479.html,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
"4-5 White lights moving above Ontario, OR","4-5 White lights moving above Ontario, OR At around 8:30 pm on March 7th, 2005 I saw something that scared me at the time.  Now I feel lucky that I'm a small percentage of people to witness something like this.  I remember the date and time as I had started a new job that day.  I took our two dogs out to go to the bathroom around 8:30pm.  We had no fence around the yard at the house we had just moved into, so I had to stand outside with them.  The sky was clear that night and the weather in eastern Oregon in March at night is usually not to cold.  I was facing west, watching the dogs when something caught my attention.  I don't remember a sound, so I don't know why I turned to look.  I looked to the SE over my left shoulder and saw 4 or 5 white lights moving towards me on a NW path, a little more west than north.  The lights seemed to trail the one in front of it, but had its own flight path.  They appeared like one side of a triangle with the other side gone and no back side.  I would guess the lights to be no more than 2000 feet above the ground and traveled at a slow speed, between 50 and 100mph.  My first thought was that it was the wing of a very large plain with lights on it.  But the lights were only a block or so away and I didn't hear any noise.  This also ruled out helicopters.   I watched the lights fly over the neighbors house directly to the south of my house and where I was standing with no sound at all!  At this point I was not worried, my brain was just trying to figure out what these lights were.  As I watched the lights move in the WNW path something happened that put fear into me.  Once the lights were 2 or 3 blocks past my house, the lights started moving into a circle pattern.  The first light started into the circle pattern with the others following, keeping the distance between them.  The did one or two circles, continued NW and moved out of range of my vision.  I wasn't sure if the forward momentum stopped when they started to circle, or if they continued to move forward.  I called my wife outside in the event they might come back.  She said she could tell by the tone of my voice that something was wrong.  I spent 4 years in the Air Force and have watched countless plains fly.  What these lights did (with no sound) is not something I believe our technologies are capable of.",Ontario,OR,2005-03-07,Mar 2005,200503,2005,3,20:30:00,0.00,44.0861,-117.0188,circle,0.000115741,0.002777778,0.166666667,10.00,5-10 seconds,http://www.nuforc.org/webreports/066/S66416.html,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
Green tube shaped object near Loris S.C.,"Green tube shaped object near Loris S.C. Myself and a friend were driving down Red Bluff Road towards Loris.I know it was 10:00pm.I had just looked at the car clock,wanting to make sure it wasn't to late,my husband worries when I am out late.About 100 yards ahead was a green glowing Tube shaped object. To best describe it, it was like a gaint glow stick.It rose above the tree line hovered maybe 5 seconds and then just shot straight up. Scared me so bad I was shaking. When I got home I wasn't sure I wanted to get out of the car.  After several deep breathes, I got out and went straight inside.I was to scared to even look up at the sky. ((NUFORC Note:  Date of incident may be approximate, although the witness does not indicate that fact.  PD))",Loris,SC,2005-07-21,Jul 2005,200507,2005,7,22:00:00,0.00,34.021,-78.9098,cylinder,0.000115741,0.002777778,0.166666667,10.00,10 Seconds,http://www.nuforc.org/webreports/067/S67427.html,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
I was driving on Mulholland drive at around 11 pm heading back home. I had a friend who was sitting in the front seat and another follo,I was driving on Mulholland drive at around 11 pm heading back home.  I had a friend who was sitting in the front seat and another following me in his car.  As we were driving I noticed strange beams of white/blue laser lights being projected on my dashboard for about ten seconds.  What makes this so unusual is Mulholland drive is full of curves and twists up high in the canyons.  My friend following me from behind also had lasers lights projected on his dashboard also.  Only something flying in the air coulkd have produced the angle.  When we had a chance to pull over  about 30 seconds latfer we heard no  aircraft or helicopters around the area.  Till this day I'm confused about whatcould have caused this.,Hollywood,CA,2005-04-12,Apr 2005,200504,2005,4,23:00:00,1.00,26.0294,-80.1679,other,0.000115741,0.002777778,0.166666667,10.00,10 SECONDS,http://www.nuforc.org/webreports/069/S69776.html,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
Large Craft Low Altitude No Sound  500 Lights On Object0: Yes,"Large Craft Low Altitude No Sound   I have already reported this to a MUFON field investigator and was interviewed at the location of the sighting. I think of this constantly. I was having dinner at a Restaurant located in Woodstock, Georgia on 92 Highway with my wife and stepson. After dinner we walked out to my vehicle when my stepson (age 9 at the time) pointed skyward directly above us and asked me what that ""thing"" was. I looked up, as did my wife, and saw a large craft directly above us flying at a low altitude. It was moving east along Highway 92. It was not making a sound and was in a perfect black triangle with orb type lights on each angle of the triangle. It was moving very slow. It was heavy overcast that evening and it moved in and out of the clouds. We watched it until it left view. I had no idea what it was, my reaction was one of puzzlement and did not feel in fear of it. I initially thought it was a government craft since a major AFB was nearby. When we got home, my wife looked up information about it on the internet and it was the same craft that has been sighted in Belgium and Phoenix, AZ. After the interview with MUFON, I was given information that what I had seen was not a government craft. After explaining it's size in relation to my hand at arm's length, I was told it was a mile long. I was also told that someone else reported the same thing and the other person was across 92 HWY in a parking lot. have not experienced any sort of trauma as a result of this experience. The MUFON investigator said it was still possible. ((NUFORC Note:  Source of report indicates that the date of the sighting is approximate.  PD))",Woodstock,GA,2005-11-02,Nov 2005,200511,2005,11,17:00:00,0.00,34.12187164,-84.49419851,triangle,0.000115741,0.002777778,0.166666667,10.00,10 seconds,http://www.nuforc.org/webreports/070/S70629.html,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"I was skating in lakeland WA, at the community center, and I put my camera on the ground to film, it was tilting facing up towards a st","I was skating in lakeland WA, at the community center, and I put my camera on the ground to film, it was tilting facing up towards a st I was skating in lakeland WA, at the community center, and I put my camera on the ground to film, it was tilting up towards a stair set.  When I went to edit the video at home, I realized, when I fell, there was something that flew behind me in the sky.  After slowing the video down atthe section, I realized the object flies behind a tree, uturns, and flies exccedingly fast untill its out of view of the camera.  Its not a bug because the tree it flies behind is at least 400 yards away and a bug wouldnt be visisble.  ITs not a plane because there is no way it would be able to manuever like this object did.  Therefore it can obly be one thing; a ufo.  I've showed my friend and there baffled by the footage.",Lakeland,WA,2005-07-12,Jul 2005,200507,2005,7,13:00:00,1.00,28.0556,-81.9545,other,0.000115741,0.002777778,0.166666667,10.00,10 seconds,http://www.nuforc.org/webreports/074/S74548.html,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
There was no sound from this basketball size thing.,"There was no sound from this basketball size thing. My son and I were coming home on Carrol Street, going North toward 4th Street.  About half way down Carrol street a fireball about the size of a basketball flew down from behind us and keep up with the speed of the car and flew by the passenger side window a yard of so away.  The ball was orange in the center with red around it and it had a tail on the end that was orange and red around it.  It flew about 10 seconds or so with us then did a sort of back flip and flew off. ((NUFORC Note:  Witness elects to remain totally anonymous; provides little contact information.  One of three reports from same source.  PD))",Sun Valley,NV,2005-06-30,Jun 2005,200506,2005,6,19:00:00,0.00,39.5983,-119.7758,fireball,0.000115741,0.002777778,0.166666667,10.00,10 seconds,http://www.nuforc.org/webreports/082/S82464.html,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
I witnessed a rapid moving and stopping light in the sky.,"I witnessed a rapid moving and stopping light in the sky. I was walking my dog early, before sunrise, and saw this thing that looked like a star suddenly bolt down towards the treetops and stop.  It then suddenly bolted back out into space (I assume) at a slight angle.  I remember the constellation Orion was in the West-southwest sky.   I can't imagine any technology on this earth that could do what I saw, except on a smaller scale, flicking a laserpointer at a dark wall. ((NUFORC Note:  Source of report indicates that the date of the sighting is approximate.  PD))",Charlotte,NC,2005-12-15,Dec 2005,200512,2005,12,06:00:00,0.00,35.20580084,-80.82639156,light,9.25926E-05,0.002222222,0.133333333,8.00,8 seconds,http://www.nuforc.org/webreports/070/S70643.html,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Odd looking Nevada daylight sighting.,"Odd looking Nevada daylight sighting. Driving back to Las Vegas from Searchlight(north bound) around 10 a.m. on US 95 at about 65 mph when I noticed a strange looking craft aproaching from the north and about a half mile to the east of the highway.Sighting took place about half the distance between Searchlight and the Nelson cutoff.  Craft passed me to the east going in the opposite direction(heading south) and was fully set against the blue morning sky.  Object was about two hundred feet obove the desert.  Craft was about the size(length) of three railroad cars,being three segments each the length of a railroad car,the front segment higher than the last and the front segment being narrower than the last.From front to back the craft dropped and got wider. Overall size was long and narrow.Color appeared to be charcol gray and was smooth.No visible props,engines vents etc.  I have been around and have seen many types of aircraft in my life but nothing like this.Looked more water worthy than aero dynamic. ((NUFORC Note:  Witness indicates that the date of the sighting is approximate.  PD))",Searchlight,NV,2005-01-15,Jan 2005,200501,2005,1,10:00:00,0.00,35.4918,-114.8914,other,8.10185E-05,0.001944444,0.116666667,7.00,5 to 7 sec.,http://www.nuforc.org/webreports/050/S50942.html,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0
silver formashon over oak harbor wa.,silver formashon over oak harbor wa. when i was looking at my telescope i saw a sqare comeing together and apart then it made a line thay were a cigar shape and thay flu up to what i think was andramada ((NUFORC Note:  Witness elects to remain totally anonymous;  provides no contact information.  PD)),Oak Harbor,WA,2005-04-09,Apr 2005,200504,2005,4,20:00:00,0.00,48.32168182,-122.6307566,formation,8.10185E-05,0.001944444,0.116666667,7.00,0:07,http://www.nuforc.org/webreports/064/S64211.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A very fast craft turned 90 degrees without slowing or banking, traveling apprx mach one at 20,000 ft.","A very fast craft turned 90 degrees without slowing or banking, traveling apprx mach one at 20,000 ft. The object was traveling in a northwesterly direction at approx 20,000 feet, at a speed over double a commercial jet, then it changed direction at a 90 degree turn ""instantly"" towards the east and excellerated until it was out of sight!  The sky was clear, great visibility. USAF testing maybe?  To further explain, the lite ball didn't turn, bank or slow, it was like you draw a line on a paper and then turn right,like the letter ""L""!  This wasn't a jet, no noise what so ever; emagine a huge spot lite on the front of a very, very fast craft is what i saw.. I retired five years ago from 45 years in the marine and aircraft industries. ((NUFORC Note:  Witness elects to remain semi-anonymous; provides no contact information.  PD))",Sierra Vista,AZ,2005-11-22,Nov 2005,200511,2005,11,23:00:00,0.00,31.57512718,-110.1816068,light,8.10185E-05,0.001944444,0.116666667,7.00,7 seconds,http://www.nuforc.org/webreports/085/S85049.html,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
glowing triangle near Covington Va.,"glowing triangle near Covington Va. from a mile away or so it was sillouted against a mountain an the size at that distance was about an inch an a half judging from an inch or so from my eye..it glowed a blue center (it was  trangular in shape) an the outter edges were a white glow, it stayed stationary, an it turned slowely an disappeared. I had the impression it was a deminsional gate.",Covington,VA,2005-08-15,Aug 2005,200508,2005,8,05:45:00,0.00,37.7781,-80.0591,triangle,6.94444E-05,0.001666667,0.1,6.00,6 seconds,http://www.nuforc.org/webreports/049/S49698.html,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"Fall 2005. My husband and I were driving on White Horse Pike in AC, when looking up, I thought I saw a flock of black birds, but as I w","Fall 2005. My husband and I were driving on White Horse Pike in AC, when looking up, I thought I saw a flock of black birds, but as I was staring at it I noticed that it was a black triangle with port holes underneath the craft (or the flat bottom of it). It did not have lights and was silently gliding on top of a thin cloud! ((NUFORC Note:  Witness indicates that the date of the event is approximate.  PD))",Atlantic City,NJ,2005-11-01,Nov 2005,200511,2005,11,17:00:00,0.00,39.37958071,-74.45456071,triangle,6.94444E-05,0.001666667,0.1,6.00,6 secs.,http://www.nuforc.org/webreports/052/S52451.html,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"((HOAXED REPORT??))  It was about 9:20 PM, 4th of July, and i was in my pool laying down on a flotie, staring into the sky...","It was about 9:20 PM, 4th of July, and i was in my pool laying down on a flotie, staring into the sky...i fellt like something had grabed my stomac. at the corner of my eye i saw something blue and EXTREEMLY bright and very big. it moved so fast... it went in a comlpeat triangle and just disapeard... when this was happening i realized that my power waz cut off. the lights when out and popped and the water just went clear and smoothe. after about 15 sec. or so eveything went back to normal. ((NUFORC Note:  Student report.  Probably a hoax.  PD))",Modesto,CA,2005-07-03,Jul 2005,200507,2005,7,23:00:00,0.00,37.66861324,-120.9944224,other,5.78704E-05,0.001388889,0.083333333,5.00,5ive or ten seconds,http://www.nuforc.org/webreports/044/S44730.html,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Strange, round object seen against a very clear blue sky in the middle of the day.","Strange, round object seen against a very clear blue sky in the middle of the day. My cousin and I (both in our 60s) were reclining in pool chairs, relaxing and talking.  We both saw the object at the same time, directly overhead.  It appeared about the size of the moon when it is overhead.   The sky was very clear with a few light clouds to the northwest of us but none overhead.  They were the kind of clouds that you see at about 5000-6000 feet altitude.   The object was featureless and appeared one-dimensional.  Its color was grayish.  The effect was almost like the blue sky had a hole in it with an absence of color.  The object was moving quickly and silently from directly overhead (when we first saw it) to the northwest.  As it moved away from us it appeared smaller and smaller, like it would if it was getting further away.   It traveled underneath one cloud and as it did, the trailing edge turned bright glowing red.  It then traveled above the next cloud and disappeared from our view.  When last seen it looked to be only 20 percent of it's original size, which I thought was because it was rapidly climbing and getting further away.  Taking into consideration that it was at about 5500 feet in altitude when we last saw it, it was probably at about 1000-1500 feet in altitude when we first saw it.  I can't estimate how fast it was traveling, but it was a lot faster than the jetliners which regularly fly over from the nearby international airport. ((NUFORC Note:  Witness indicates that the date of the event is approximate.  PD))",Boynton Beach,FL,2005-07-15,Jul 2005,200507,2005,7,14:00:00,0.00,26.52447961,-80.10637856,circle,5.78704E-05,0.001388889,0.083333333,5.00,5 seconds,http://www.nuforc.org/webreports/049/S49623.html,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0
"The object appeared out of nowhere, flew in a straight line, got real bright, and faded away four nights in a row.","The object appeared out of nowhere, flew in a straight line, got real bright, and faded away four nights in a row. This happened last year in the summer time.  I was sitting outside like usual and watching the sky. I saw a light just appear out of nowhere and it flew in a straight line for about 3-5 seconds when it got real bright and then faded away. This happened about 4 nights and I tried to get my mom to see it but she thought I was just mistaking it for an aaircraft, but in all the times I've sat out there, there has been no aircraft take the path that this took. I didnt bother to tell anybody except my mom because I dont think they would have believed me.  I also saw a couple nights later a bright craft fly in a straight line flying east. This lasted about 10 seconds before it got bright and faded away. There is something that happened also a few years ago in Milan, Illinois around midnight. I was at Camden Park with my boyscout group when some of the other kids ran in and said something exploded around the moon. I went out and looked up and there was what looked like debris floating around the moon. Then there went a bright light going pretty fast, I would have to say about 500 mph?, and it flew by and over the horizon. About 5 minutes later, it appeared again from the opposite horizon. Then when that had disappeared over the horizon again, another one appeared and flew after the first. There was no sound in either of the reports. That is all that happened that night. ((NUFORC Note:  Witness indicates that the date of the incident is approximate.  PD))",Rock Island,IL,2005-07-20,Jul 2005,200507,2005,7,10:00:00,0.00,41.48769,-90.57226875,light,5.78704E-05,0.001388889,0.083333333,5.00,3-5 seconds,http://www.nuforc.org/webreports/051/S51913.html,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0
